pedal_id	builder	model	photo_count	primary_photo_source
DISC-0337		Basic Audio Wildcat	0	
DISC-0338		Basic Audio Zippy Fuzz	0	
DISC-0339		Basic Audio Zonk (Si)	0	
DISC-0340		Fredric Effects Accomplished Badger	0	
DISC-0341		Fredric Effects Atomic Clock	0	
DISC-0342		Fredric Effects Blue Monarch	0	
DISC-0343		Fredric Effects BugCrusher - Analogue Sample Rate Reducer	0	
DISC-0344		Fredric Effects Demon Fuzz	0	
DISC-0345		Fredric Effects Do The Weasel Stomp!	0	
DISC-0346		Fredric Effects Dresden - Synth Fuzz	0	
DISC-0347		Fredric Effects Foxrite	0	
DISC-0348		Fredric Effects Golden Eagle	0	
DISC-0349		Fredric Effects Green Russian Big Muff	0	
DISC-0350		Fredric Effects Grumbly Wolf	0	
DISC-0351		Fredric Effects Harmonic Percolator	0	
DISC-0352		Fredric Effects Husk(er)y Wolf	0	
DISC-0353		Fredric Effects I Got Me A Pocket Weasel	0	
DISC-0354		Fredric Effects Liquid Fox	0	
DISC-0355		Fredric Effects Mutant Fuzz - Os Mutantes (Regulus VIII) Fuzz	0	
DISC-0356		Fredric Effects Scrambled Brainz	0	
DISC-0357		Fredric Effects Standard Fuzz Machine	0	
DISC-0358		Fredric Effects Super Unpleasant Companion	0	
DISC-0359		Fredric Effects Telstar Ring Modulator	0	
DISC-0361		Fredric Effects Utility Perkolator	0	
DISC-0362		Fredric Effects Verzerrer	0	
DISC-0363		Fredric Effects West-Germany Vintage Tremolo	0	
DISC-0364		Fredric Effects Zombie Klon	0	
DISC-0365		Abominable Electronics Anxious Echo - Fuzz & Delay	0	
DISC-0366		Abominable Electronics Cat Dirt Mini - Killer Acid Artwork	0	
DISC-0367		Abominable Electronics Cenote - Reverb & Fuzz	0	
DISC-0368		Abominable Electronics Demon Lung - Hyper Fuzz Clone	0	
DISC-0369		Abominable Electronics Don't Shred on Me	0	
DISC-0370		Abominable Electronics Don't Shred on Me Deluxe	0	
DISC-0371		Abominable Electronics God Botherer - Fuzz Phaser	0	
DISC-0372		Abominable Electronics Hail Satan - Distortion / Fuzz	0	
DISC-0373		Abominable Electronics Hail Satan Deluxe - Distortion / Fuzz	0	
DISC-0374		Abominable Electronics Hellmouth	0	
DISC-0375		Abominable Electronics Oppressive Cult Destroyer	0	
DISC-0376		Abominable Electronics Sunnbather - Beta Bass Preamp	0	
DISC-0377		Abominable Electronics Throne Torcher - HM-2 Clone with Extras	0	
DISC-0378		Abominable Electronics Toke Machine - Octave Fuzz	0	
DISC-0379		Abominable Electronics Unholy Grail - Delay / Boost Pedal	0	
DISC-0380		Abominable Electronics x Mid-Fi Electronics Skullmulcher	0	
DISC-0381		Abominable Electronics Yeti Fuzz - Vintage Germanium Fuzz Pedal	0	
DISC-0382		M.A.S.F. Biloma	0	
DISC-0383		M.A.S.F. Bloody Emily	0	
DISC-0384		M.A.S.F. Epilepsy	0	
DISC-0385		M.A.S.F. Halothan	0	
DISC-0386		M.A.S.F. Homicide Noodle	0	
DISC-0387		M.A.S.F. Kidnapper - Octave Fuzz	0	
DISC-0388		M.A.S.F. Lavender Head	0	
DISC-0389		M.A.S.F. Live Convulsion	0	
DISC-0390		M.A.S.F. Ma.S Model OSC01 Noise Machine	0	
DISC-0391		M.A.S.F. Ma.S Model OSC02 Noise Machine	0	
DISC-0392		M.A.S.F. Ma.S Model OSC03 Noise Machine	0	
DISC-0393		M.A.S.F. Paranoid	0	
DISC-0394		M.A.S.F. PJ Fuzz	0	
DISC-0395		M.A.S.F. SCM	0	
DISC-0396		M.A.S.F. Starry Wisdom - Bass Fuzz	0	
DISC-0397		M.A.S.F. Swan Song	0	
DISC-0398		M.A.S.F. Thornoscillator	0	
DISC-0669		Black Cat Bass Octave Fuzz	0	
DISC-0670		Black Cat D&S	0	
DISC-0671		Black Cat D-II Distortion	0	
DISC-0672		Black Cat Fuzz Platform	0	
DISC-0673		Black Cat Mini-Trem	0	
DISC-0674		Black Cat Mini-Vibe	0	
DISC-0675		Black Cat Mona Wah	0	
DISC-0676		Black Cat Monster K-Fuzz	0	
DISC-0677		Black Cat Monster K-Fuzz Stompbox	0	
DISC-0678		Black Cat N-Fuzz	0	
DISC-0679		Black Cat OD-1 Freddy Fuzz	0	
DISC-0680		Black Cat OD-Boost	0	
DISC-0681		Black Cat OD-Fuzz	0	
DISC-0682		Black Cat OD-Fuzz (CME Edition)	0	
DISC-0683		Black Cat Psychedelic Machine	0	
DISC-0684		Black Cat RGDP - Really Great Dirt Pedal	0	
DISC-0685		Black Cat Ring Modulator	0	
DISC-0686		Black Cat Stereo Vibe	0	
DISC-0687		Black Cat Super Fuzz	0	
DISC-0688		Black Cat The Ferritt	0	
DISC-0689		Black Cat Vibe (desktop)	0	
DISC-0690		Black Cat Vibe (pedal)	0	
DISC-0691		Black Cat Vibe 2000	0	
DISC-0692		Black Cat Wee Buzz	0	
DISC-0693		BSM Albuquerque	0	
DISC-0694		BSM Ambassador	0	
DISC-0695		BSM AP-WA Andy Powell (Wishbone Ash) Treble Booster	0	
DISC-0696		BSM BM-Q Special Treble-Booster	0	
DISC-0697		BSM BM-Q Treble-Booster	0	
DISC-0698		BSM CM 71/73	0	
DISC-0699		BSM DM-T Treble-Booster	0	
DISC-0700		BSM FassBender Fuzz Machine	0	
DISC-0701		BSM Fireball Treble-Booster	0	
DISC-0702		BSM FuzzBender Fuzz Machine	0	
DISC-0703		BSM Galaxy 1011	0	
DISC-0704		BSM HS Hornby-Skewes Treble Booster	0	
DISC-0705		BSM HS-C Custom Hornby-Skewes Treble Booster	0	
DISC-0706		BSM HS-S Silicon Hornby-Skewes Treble Booster	0	
DISC-0707		BSM J-Fuzz	0	
DISC-0708		BSM Mk2 Treble-Booster	0	
DISC-0709		BSM OR Treble-Booster	0	
DISC-0710		BSM Overdrive Supreme	0	
DISC-0711		BSM Powderfinger	0	
DISC-0712		BSM RB Special Looper	0	
DISC-0713		BSM RG Rory Gallagher Treble Booster	0	
DISC-0714		BSM RM Early Days	0	
DISC-0715		BSM RM Majestic	5	Wikimedia Commons
DISC-0716		BSM RM Treble-Booster	0	
DISC-0717		BSM RM Velvet	0	
DISC-0718		BSM RM-M Metal Treble-Booster	0	
DISC-0719		BSM RMG	0	
DISC-0720		BSM RPA California	0	
DISC-0721		BSM RPA Major Ritchie Blackmore Pre Amp	0	
DISC-0722		BSM RPA Ritchie Blackmore Pre Amp	0	
DISC-0723		BSM RW-F Ron Wood Faces	0	
DISC-0724		BSM Spectrum Fuzz Booster	0	
DISC-0725		BSM Studio '75	0	
DISC-0726		BSM VX-C Classic Treble & Bass Booster	0	
DISC-0727		BSM VX-T Treble-Booster	0	
DISC-0728		Lovepedal 1/2 Watt Amp	0	
DISC-0729		Lovepedal 8823 - High Headroom Overdrive	0	
DISC-0730		Lovepedal Amp 50	0	
DISC-0731		Lovepedal Amp Eleven	0	
DISC-0732		Lovepedal Babyface Tremolo	0	
DISC-0733		Lovepedal Beardsman - Bi-Chorus with Dual Oscillators	0	
DISC-0734		Lovepedal Believe	0	
DISC-0735		Lovepedal Black Beauty Balance	0	
DISC-0736		Lovepedal Bonetender	0	
DISC-0737		Lovepedal Box Of Awesome	0	
DISC-0738		Lovepedal Box Of Awesome 2	0	
DISC-0739		Lovepedal Bullnose Billet	0	
DISC-0740		Lovepedal Butterfly Kiss - Custom Chorus	0	
DISC-0741		Lovepedal COT-50 Church Of Tone Plexi	0	
DISC-0742		Lovepedal Dan Bulldog Buffer	0	
DISC-0743		Lovepedal Death of a Vox	0	
DISC-0744		Lovepedal DL-1 Digital Delay	0	
DISC-0745		Lovepedal Dragon Fuzz	0	
DISC-0746		Lovepedal Dual Purple Plexi	0	
DISC-0747		Lovepedal Echo Baby	0	
DISC-0748		Lovepedal Echo Daddy	0	
DISC-0749		Lovepedal Echophonic Jr.	0	
DISC-0750		Lovepedal Englishman	0	
DISC-0751		Lovepedal Englishwoman	0	
DISC-0752		Lovepedal ET-ST Eternity Stack	0	
DISC-0753		Lovepedal Eternity Overdrive	0	
DISC-0754		Lovepedal Fuzz50 Royale	0	
DISC-0755		Lovepedal Gen5 Echo	0	
DISC-0756		Lovepedal Hi Volt	0	
DISC-0757		Lovepedal High Power Tweed Twin	0	
DISC-0758		Lovepedal Joker - Boost	0	
DISC-0759		Lovepedal Joker - Octaver	0	
DISC-0760		Lovepedal JTM	0	
DISC-0761		Lovepedal Jubilee Plus Boost	0	
DISC-0762		Lovepedal Kalamazoo	0	
DISC-0763		Lovepedal Karl Fuzz	0	
DISC-0764		Lovepedal Les Lius	0	
DISC-0765		Lovepedal Line Driver / Mini Buffer	0	
DISC-0766		Lovepedal MAGICboy Vibe Unit	0	
DISC-0767		Lovepedal Mk-Red - King Of Dirt	0	
DISC-0768		Lovepedal Mk12 Bender	0	
DISC-0769		Lovepedal Monkey Fist Fuzz	0	
DISC-0770		Lovepedal OD Eleven	0	
DISC-0771		Lovepedal Pickle Vibe	0	
DISC-0772		Lovepedal Princetone Reverb	0	
DISC-0773		Lovepedal ProValve	0	
DISC-0774		Lovepedal ProValve 2	0	
DISC-0775		Lovepedal Purple Plexi	0	
DISC-0776		Lovepedal RedHead - High Gain	0	
DISC-0777		Lovepedal Rubber Chicken	0	
DISC-0778		Lovepedal Shampooie - Trem O Verb	0	
DISC-0779		Lovepedal Silicon Fuzzmaster	0	
DISC-0780		Lovepedal Steel Stringer	0	
DISC-0781		Lovepedal Super Sic Tone	0	
DISC-0782		Lovepedal Super Six	0	
DISC-0783		Lovepedal SuperLead	0	
DISC-0784		Lovepedal Tchula	0	
DISC-0785		Lovepedal TremElo	0	
DISC-0786		Lovepedal Valve Reamer	0	
DISC-0787		Lovepedal Vibronaut - Photocell Vibe	0	
DISC-0788		Lovepedal Vintage / Modern	0	
DISC-0789		Lovepedal Woodrow	0	
DISC-0790		Mythos Pedals 1347 Silicon Fuzz	0	
DISC-0791		Mythos Pedals 210 Double Drive Deluxe	0	
DISC-0792		Mythos Pedals Air Lane Drive - Dual Overdrive	0	
DISC-0793		Mythos Pedals Argo - Octave Fuzz	0	
DISC-0794		Mythos Pedals Argo Boost Deluxe - Octave Fuzz + Boost	0	
DISC-0795		Mythos Pedals Argonaut - Octave Up	0	
DISC-0796		Mythos Pedals AU-79 Fuzz	0	
DISC-0797		Mythos Pedals Big Puft - Fuzz	0	
DISC-0798		Mythos Pedals Buffer	0	
DISC-0799		Mythos Pedals Cestus - Clean Booster	0	
DISC-0800		Mythos Pedals Chupacabra - Overdrive/Fuzz	0	
DISC-0801		Mythos Pedals Dædalus - Overdrive	0	
DISC-0802		Mythos Pedals Erlking - Overdrive	0	
DISC-0803		Mythos Pedals Extra Hot "Extra Spicy" - Dual Overdrive	0	
DISC-0804		Mythos Pedals GE Mjolnir	0	
DISC-0805		Mythos Pedals Golden Fleece - Fuzz	0	
DISC-0806		Mythos Pedals Hephaestus - Variable Voltage Fuzz	0	
DISC-0807		Mythos Pedals Herculean - Overdrive	0	
DISC-0808		Mythos Pedals Herculean Deluxe - Overdrive	0	
DISC-0809		Mythos Pedals High Road - Joey Landreth signature Fuzz	0	
DISC-0811		Mythos Pedals Lark - Rhett Shull Overdrive & Tremolo	0	
DISC-0812		Mythos Pedals Luxury Drive - Boost	0	
DISC-0813		Mythos Pedals Mjolnir - Overdrive	0	
DISC-0814		Mythos Pedals Mjolnir Buffer	0	
DISC-0815		Mythos Pedals NV-9 Envy - Pro Overdrive	0	
DISC-0816		Mythos Pedals Olympus Overdrive	0	
DISC-0817		Mythos Pedals Oracle Analog Echo	0	
DISC-0818		Mythos Pedals Positron Collider Fuzz	0	
DISC-0819		Mythos Pedals Positron Fuzz - Cascading Amplifier Distortion	0	
DISC-0820		Mythos Pedals Runestone Overdrive	0	
DISC-0821		Mythos Pedals SusMaryOsep!	0	
DISC-0822		Mythos Pedals The Fates - BBD Chorus	0	
DISC-0823		Mythos Pedals The Victor - Distortion	0	
DISC-0824		Mythos Pedals Wildwood Mjolnir	0	
DISC-0825		Mad Professor "1" - Reverb/Distortion	0	
DISC-0826		Mad Professor Amber Overdrive	0	
DISC-0827		Mad Professor Big Tweedy Drive	0	
DISC-0828		Mad Professor BlueBerry Bass Overdrive	0	
DISC-0829		Mad Professor Bluebird Overdrive/Delay	0	
DISC-0830		Mad Professor Deep Blue Delay	0	
DISC-0831		Mad Professor Deep Blue Delay Deluxe	0	
DISC-0832		Mad Professor Double Moon - Chorus / Flanger / Vibrato	0	
DISC-0833		Mad Professor Dual Blue Delay	0	
DISC-0834		Mad Professor Electric Blue Chorus	0	
DISC-0835		Mad Professor Evolution Orange Underdrive	0	
DISC-0836		Mad Professor Fire Red Fuzz	0	
DISC-0837		Mad Professor Forest Green Compressor	0	
DISC-0838		Mad Professor Fuzz32	0	
DISC-0839		Mad Professor Golden Cello	0	
DISC-0840		Mad Professor Kosmos - Ambient Reverbs & Delays	0	
DISC-0841		Mad Professor Little Green Wonder	0	
DISC-0842		Mad Professor Little Tweedy Drive	2	Wikimedia Commons
DISC-0843		Mad Professor Loud 'n Proud	0	
DISC-0844		Mad Professor Mellow Yellow Tremolo	0	
DISC-0845		Mad Professor Mighty Red Distortion	0	
DISC-0846		Mad Professor Royal Blue Overdrive	0	
DISC-0847		Mad Professor Ruby Red Booster	0	
DISC-0848		Mad Professor Silver Spring Reverb	0	
DISC-0849		Mad Professor Simble Mk2 - Overdrive	0	
DISC-0850		Mad Professor Sky Blue Overdrive	0	
DISC-0851		Mad Professor Snow White Auto Wah	0	
DISC-0852		Mad Professor Snow White Bass Auto Wah	0	
DISC-0853		Mad Professor Stone Grey Distortion	0	
DISC-0854		Mad Professor Super Black - Preamp / Overdrive	0	
DISC-0855		Mad Professor Super Black Mini - Preamp / Overdrive	0	
DISC-0856		Mad Professor Supreme - Dual Channel Overdrive	0	
DISC-0857		Mad Professor Sweet Honey Deluxe Overdrive	0	
DISC-0858		Mad Professor Sweet Honey Overdrive	0	
DISC-0859		Mad Professor Tiny Orange Phaser	0	
DISC-1000		T-Pedals BassTard Fuzz	0	
DISC-1001		T-Pedals Buggy Fuzz	0	
DISC-1002		T-Pedals Daytona Fuzz	0	
DISC-1003		T-Pedals Hi-Fuzz	0	
DISC-1004		T-Pedals Metak Boost	0	
DISC-1005		T-Pedals Metak Fuzztron	0	
DISC-1006		T-Pedals Nuke Booster	0	
DISC-1007		T-Pedals Overboost	0	
DISC-1008		T-Pedals Strobot	0	
DISC-1009		T-Pedals Super Hoffman	0	
DISC-1010		T-Pedals T-Fuzz	0	
DISC-1011		T-Pedals Watt-Drive	0	
DISC-1012		Metal Pedals American Overdrive	0	
DISC-1013		Metal Pedals Amp Blaster	0	
DISC-1014		Metal Pedals Big Rocker	0	
DISC-1015		Metal Pedals Black Gravity	0	
DISC-1016		Metal Pedals Blue Crunch	0	
DISC-1017		Metal Pedals Bomb Shell - Distortion	0	
DISC-1018		Metal Pedals Demon Drive	0	
DISC-1019		Metal Pedals Dirty Bitch	0	
DISC-1020		Metal Pedals Fuzstortion	0	
DISC-1021		Metal Pedals Green Box	0	
DISC-1022		Metal Pedals Hard Core - Distortion/Overdrive	0	
DISC-1023		Metal Pedals Hard Core XXX - Distortion	0	
DISC-1024		Metal Pedals JH-3 Johnny Hiland signature Overdrive/Distortion	0	
DISC-1025		Metal Pedals LimCom Plus	0	
DISC-1026		Metal Pedals Mad Bull - Overdrive/Distortion	0	
DISC-1027		Metal Pedals Pro Country	0	
DISC-1028		Metal Pedals Pushover	0	
DISC-1029		Metal Pedals Raw Hide - Overdrive	0	
DISC-1030		Metal Pedals Screaming Whore	0	
DISC-1031		Metal Pedals Screaming Whore II	0	
DISC-1032		Metal Pedals Snake Bite	0	
DISC-1033		Metal Pedals The Rancher	0	
DISC-1034		Metal Pedals Ultra-Boost	0	
DISC-1035		Metal Pedals Ultra-Man	0	
DISC-1036		Heavy Electronics Ascend	0	
DISC-1037		Heavy Electronics Descend	0	
DISC-1038		Heavy Electronics El Oso - Bass Distortion	0	
DISC-1039		Heavy Electronics Grind Fuzz	0	
DISC-1040		Heavy Electronics Hwy-77	0	
DISC-1041		Heavy Electronics Push	0	
DISC-1042		Heavy Electronics Radio Havana	0	
DISC-1043		Heavy Electronics Red Eyes	0	
DISC-1044		Heavy Electronics Rodeo Loop	0	
DISC-1045		Heavy Electronics Saturn - Modulation Driver	0	
DISC-1046		Heavy Electronics Sonic Oppressor	0	
DISC-1100		JAM Pedals Big Chill	0	
DISC-1101		JAM Pedals Boomster	0	
DISC-1102		JAM Pedals DanComp	0	
DISC-1103		JAM Pedals Delay Llama	0	
DISC-1104		JAM Pedals Delay Llama Supreme	0	
DISC-1105		JAM Pedals Delay Llama Xtreme	0	
DISC-1106		JAM Pedals Delay Llama+	0	
DISC-1107		JAM Pedals Double Dreamer	0	
DISC-1108		JAM Pedals Dyna-ssor	0	
DISC-1109		JAM Pedals Eureka - Fuzz	0	
DISC-1110		JAM Pedals Fuzz Phrase	0	
DISC-1111		JAM Pedals Fuzz Phrase Si	0	
DISC-1112		JAM Pedals Harmonious Fall - Tremolo/Chorus/Vibrato	0	
DISC-1113		JAM Pedals Harmonious Monk	0	
DISC-1114		JAM Pedals Harmonious Monk MkII - Harmonic Tremolo	0	
DISC-1115		JAM Pedals LucyDreamer	0	
DISC-1116		JAM Pedals LucyDreamer Bass	0	
DISC-1117		JAM Pedals LucyDreamer Supreme	0	
DISC-1118		JAM Pedals Octaurus - Octave Fuzz	0	
DISC-1119		JAM Pedals Pink Flow	0	
DISC-1120		JAM Pedals Rattler	0	
DISC-1121		JAM Pedals Rattler+	0	
DISC-1122		JAM Pedals Red Muck	0	
DISC-1123		JAM Pedals Retro-Vibe	0	
DISC-1124		JAM Pedals Ripply Fall - Chorus/Vibe/Phaser	0	
DISC-1125		JAM Pedals Ripply Fall Bass	0	
DISC-1126		JAM Pedals Rooster	0	
DISC-1127		JAM Pedals Seagull - Cocked Wah	0	
DISC-1128		JAM Pedals The Chill - Analog Tremolo	0	
DISC-1129		JAM Pedals The Ripple	0	
DISC-1130		JAM Pedals TubeDreamer	0	
DISC-1131		JAM Pedals Wahcko	0	
DISC-1132		JAM Pedals Waterfall	0	
DISC-1133		PiggyFX Bass Boar	0	
DISC-1134		PiggyFX Black Pig - High Gain Distortion	0	
DISC-1135		PiggyFX Brown Pig	0	
DISC-1136		PiggyFX D.U.I.	0	
DISC-1137		PiggyFX Flash Drive	0	
DISC-1138		PiggyFX Lard	0	
DISC-1139		PiggyFX Oinkomp	0	
DISC-1140		PiggyFX SchweineFleisch	0	
DISC-1141		PiggyFX Space Hog	0	
DISC-1142		PiggyFX Tank	0	
DISC-1143		PiggyFX Wild Boar	0	
DISC-1144		Holowon Effects Amp Drive	0	
DISC-1145		Holowon Effects Atom Filter	0	
DISC-1146		Holowon Effects Black Distorter	0	
DISC-1147		Holowon Effects Control Box	0	
DISC-1148		Holowon Effects Effects Alt Switch	0	
DISC-1149		Holowon Effects Super Tone Sweep	0	
DISC-1150		Holowon Effects Umiom - Distortion	0	
DISC-1151		Holowon Effects Europa	0	
DISC-1152		Holowon Effects Faygun - Fuzz	0	
DISC-1153		Holowon Effects Furr Fuzz	0	
DISC-1154		Holowon Effects Fuzzrite Clone	0	
DISC-1155		Holowon Effects FX-1 Single Channel Effects Loop	0	
DISC-1156		Holowon Effects FX-2 Dual Channel Effects Loop	0	
DISC-1157		Holowon Effects FX-3 Triple Channel Effects Loop	0	
DISC-1158		Holowon Effects Gamplore	0	
DISC-1159		Holowon Effects Glow Bar	0	
DISC-1160		Holowon Effects Golden God	0	
DISC-1161		Holowon Effects Ion Drive	0	
DISC-1162		Holowon Effects Photo Hammer	0	
DISC-1163		Holowon Effects Pink Rubber Mad Man	0	
DISC-1164		Holowon Effects Pulse Coil	0	
DISC-1165		Holowon Effects Rubber Magnet	0	
DISC-1166		Holowon Effects Selactro	0	
DISC-1167		Holowon Effects Short Fuse	0	
DISC-1168		Holowon Effects Solvent Blender	0	
DISC-1169		Holowon Effects Spacematic Warmer	0	
DISC-1170		Holowon Effects Static Egg	0	
DISC-1171		Holowon Effects Sterkte!	0	
DISC-1172		Holowon Effects Tape Soup - True Pitch Shifting Vibe	0	
DISC-1173		Holowon Effects Thermal Wave	0	
DISC-1174		Holowon Effects Tin Man	0	
DISC-1175		Holowon Effects Velcro Fuzz	0	
DISC-1176		Holowon Effects Vexort Tone Controller	0	
DISC-1200		Arion DCF-1 Digital Chorus/Flanger	0	
DISC-1201		Arion DDM-1 Digital Delay	0	
DISC-1202		Arion DDS-1 Digital Delay/Sampler	0	
DISC-1203		Arion DDS-4 Digital Delay/Sampler	0	
DISC-1204		Arion DMD-1 Digital Metal Distortion	0	
DISC-1205		Arion DRS-1 Digital Reverb	0	
DISC-1206		Arion DSR-1 Digital Reverb	0	
DISC-1207		Arion HU-8400 Chromatic Tuner	0	
DISC-1208		Arion HU-8500 Stage Tuner	0	
DISC-1209		Arion MCH-2 Bass Chorus	0	
DISC-1210		Arion MDI-1 Tube Mania	0	
DISC-1211		Arion MDI-2 Bass Distortion	0	
DISC-1212		Arion MDS-1 Distortion	0	
DISC-1213		Arion MEQ-1 Equalizer	0	
DISC-1214		Arion MEQ-2 Bass Equalizer	0	
DISC-1215		Arion MFL-2 Bass Flanger	0	
DISC-1216		Arion MMP-1 Metal Plus	0	
DISC-1217		Arion MOC-1 Octave	0	
DISC-1218		Arion MTE-1 Tubulator	0	
DISC-1219		Arion PS-05 Power Supply	0	
DISC-1220		Arion PSB-06 Power Supply Board	0	
DISC-1221		Arion SAD-1 Stereo Analog Delay	0	
DISC-1222		Arion SAD-3 Stereo Analog Delay	0	
DISC-1223		Arion SCH-1 Stereo Chorus	0	
DISC-1224		Arion SCH-Z Stereo Chorus	0	
DISC-1225		Arion SCH-ZD Stereo Chorus	0	
DISC-1226		Arion SCO-1 Stereo Compressor	0	
DISC-1227		Arion SDI-1 Stereo Distortion	0	
DISC-1228		Arion SFC-1 Stereo Fat Chorus	0	
DISC-1229		Arion SFL-1 Stereo Flanger	0	
DISC-1230		Arion SMM-1 Stereo Metal Master	0	
DISC-1231		Arion SOD-1 Stereo Overdrive	0	
DISC-1232		Arion SPE-1 Stereo Parametric EQ	0	
DISC-1233		Arion SPH-1 Stereo Phaser	0	
DISC-1234		Arion SRV-1 Stereo Reverb	0	
DISC-1235		Ken Multi Effects 5 - Multiple Effects	0	
DISC-1236		Ken Multi MCH-22 Stereo Chorus	0	
DISC-1237		Ken Multi MCH-7 Chorus	0	
DISC-1238		Ken Multi MCH-8 Bass Chorus	0	
DISC-1239		Ken Multi MCH-SS Chorus	0	
DISC-1240		Ken Multi MCO-22 Compressor	0	
DISC-1241		Ken Multi MCP-28 Bass Compressor	0	
DISC-1242		Ken Multi MCP-7 Compressor	0	
DISC-1243		Ken Multi MCP-8 Bass Compressor	0	
DISC-1244		Ken Multi MDD-7 Digital Delay	0	
DISC-1245		Ken Multi MDI-22 Distortion	0	
DISC-1246		Ken Multi MDL-7 Analog Delay	0	
DISC-1247		Ken Multi MDR-7 Digital Reverb	0	
DISC-1248		Ken Multi MDS-22 Digital Delay/Sampler	0	
DISC-1249		Ken Multi MDS-7 Digital Delay/Sampler	0	
DISC-1250		Ken Multi MDT-7 Distortion	0	
DISC-1251		Ken Multi MDT-8 Bass Distortion	0	
DISC-1252		Ken Multi MDT-SS Distortion	0	
DISC-1253		Ken Multi MEQ-7 Parametric EQ	0	
DISC-1254		Ken Multi MFL-7 Flanger	0	
DISC-1255		Ken Multi MFL-8 Bass Flanger	0	
DISC-1256		Ken Multi MFZ-7 Fuzz	0	
DISC-1257		Ken Multi MME-7 Multiple Effects	0	
DISC-1258		Ken Multi MMM-22 Metal Master	0	
DISC-1259		Ken Multi MNG-7 Noise Gate	0	
DISC-1260		Ken Multi MOC-7 Octave	0	
DISC-1261		Ken Multi MOD-7 Overdrive	0	
DISC-1262		Ken Multi MOD-SS Overdrive	0	
DISC-1263		Ken Multi MPB-7 Power Up Booster	0	
DISC-1264		Ken Multi MPH-22 Phaser	0	
DISC-1265		Ken Multi MPH-7 Phaser	0	
DISC-1266		Ken Multi MTO-7 Tube Driver	0	
DISC-1267		Ken Multi MUM-7 Ultra Metal	0	
DISC-1268		Ken Multi MWH-7 Auto Wah	0	
DISC-1269		Systech 4000A Flanger	0	
DISC-1270		Systech 7012 Flanger	0	
DISC-1271		Systech 7026 Dual Phase Shifter	0	
DISC-1272		Systech Envelope & Repeater	0	
DISC-1273		Systech Envelope Computer	0	
DISC-1274		Systech Envelope Follower	0	
DISC-1275		Systech Flanger	0	
DISC-1276		Systech Harmonic Energizer	0	
DISC-1277		Systech KUAI Electronic Phase Shifter	0	
DISC-1278		Systech Overdrive	0	
DISC-1279		Systech Phase Shifter	0	
DISC-1280		Roland pedals AD-50 Double Beat	0	
DISC-1281		Roland pedals AF-100 Bee Baa - Fuzz and Treble Booster	0	
DISC-1282		Roland pedals AF-60 Bee Gee	0	
DISC-1283		Roland pedals AG-5 Funny Cat - Harmonic Mover & Soft Distortion Sustainer	0	
DISC-1284		Roland pedals AP-2 Phase II	0	
DISC-1285		Roland pedals AP-5 Phase Five	0	
DISC-1286		Roland pedals AP-7 Jet Phaser	0	
DISC-1287		Roland pedals AS-1 Sustainer	0	
DISC-1288		Roland pedals AW-10 Wah Beat	0	
DISC-1289		Roland pedals FV-1 Foot Volume	0	
DISC-1290		Roland pedals FV-2 Foot Volume	0	
DISC-1291		The Faceless Fuzz	0	
DISC-1292		Firebox Treble Booster	0	
DISC-1293		Twin Step Fuzz	0	
DISC-1294		High Note Octave Fuzz	0	
DISC-1295		The Marksman Fuzz	0	
DISC-1296		The Knoz Machine Fuzz	0	
DISC-1297		Ahab Overdrive	0	
DISC-1298		Tall	0	
DISC-1299		Deep	6	Wikimedia Commons
DISC-1300		Wide	6	Wikimedia Commons
DISC-1301		Far	6	Wikimedia Commons
DISC-1302		Sirens v.2	0	
DISC-1303		Free Shit	0	
DISC-1304		Bloodline	0	
DISC-1305		Fever Dream	0	
DISC-1306		The Green Thing	0	
DISC-1307		Black Fudge	0	
DISC-1308		Fat Bald Guy	0	
DISC-1309		Mister Vermin	0	
DISC-1310		Ram's Head Big Muff Clone	0	
DISC-1311		Squeezey Compressor	0	
DISC-1312		Angry Bear	0	
DISC-1313		Octave Up Harmonizer	0	
DISC-1314		Mööse Pie	0	
DISC-1315		TS-808	0	
DISC-1316		The Pyramid Principle	0	
DISC-1317		The Pained Guy	0	
DISC-1318		Purple Bear	0	
DISC-1319		Angry Green Bear	0	
DISC-1320		Legitimate Beef	0	
DISC-1321		The Otterdrive	0	
DISC-1322		Gray Speck	0	
DISC-0860		BJFE Arctic White Fuzz	0	
DISC-0861		BJFE Baby Blue Overdrive	0	
DISC-0862		BJFE Baby Pink Booster	0	
DISC-0863		BJFE Bone Bender MkI	0	
DISC-0864		BJFE Bone Bender MkII	0	
DISC-0865		BJFE Candy Apple Fuzz	0	
DISC-0866		BJFE Dyna Red Distortion	0	
DISC-0867		BJFE Emerald Green Distortion Machine	0	
DISC-0868		BJFE Face 109 Fuzz	0	
DISC-0869		BJFE Fuzz 68	0	
DISC-0870		BJFE Honey Bee Overdrive	0	
DISC-0871		BJFE Little Green Emphaser	0	
DISC-0872		BJFE Little Green Wonder Overdrive	0	
DISC-0873		BJFE Little Red Trebler	0	
DISC-0874		BJFE Mint Green Mini Vibe	0	
DISC-0875		BJFE Model D	0	
DISC-0876		BJFE Model G	0	
DISC-0877		BJFE Model H	0	
DISC-0878		BJFE Model R	0	
DISC-0879		BJFE Pale Green Compressor	0	
DISC-0880		BJFE Payphone Green Overdrive Distortion	0	
DISC-0881		BJFE Pine Green Compressor	0	
