pedal_id	builder	model	photo_count	primary_photo_source
DISC-0882		BJFE Pink Purple Fuzz	0	
DISC-0883		BJFE Red Rooster Booster	0	
DISC-0884		BJFE Sea Blue EQ	0	
DISC-0885		BJFE Silver Lawn Overdrive	0	
DISC-0886		BJFE Snow White Fuzz	0	
DISC-0887		BJFE Sparkle Face	0	
DISC-0888		BJFE Square Wave	0	
DISC-0889		BJFE VCF	0	
DISC-0890		Stomp Under Foot (Vintage series) Green Russian	0	
DISC-0891		Stomp Under Foot / Black Book Fuzz Honey	0	
DISC-0892		Stomp Under Foot Alabaster Fuzz	0	
DISC-0893		Stomp Under Foot Civil Unrest	0	
DISC-0894		Stomp Under Foot Cosmonaut	0	
DISC-0895		Stomp Under Foot Demogorgon	0	
DISC-0896		Stomp Under Foot Dire Wolf	0	
DISC-0897		Stomp Under Foot Dirt Preacher	0	
DISC-0898		Stomp Under Foot Dirty Rooster	0	
DISC-0899		Stomp Under Foot Elk Big Mag Sustainar	0	
DISC-0900		Stomp Under Foot Full Powered Halo	0	
DISC-0901		Stomp Under Foot Greasy Creek Fuzz Machine	0	
DISC-0902		Stomp Under Foot Halo Bender	0	
DISC-0903		Stomp Under Foot Hellephant	0	
DISC-0904		Stomp Under Foot Mean Green Machine	0	
DISC-0905		Stomp Under Foot Mountain Goat	0	
DISC-0906		Stomp Under Foot Mud Creek - Dual Fuzz Machine	0	
DISC-0907		Stomp Under Foot Rhinosaur	0	
DISC-0908		Stomp Under Foot Screaming Panda	0	
DISC-0909		Stomp Under Foot Serenity Overdrive	0	
DISC-0910		Stomp Under Foot Silver Foxx	0	
DISC-0911		Stomp Under Foot Skinner Box	0	
DISC-0912		Stomp Under Foot Son Of A Bee	0	
DISC-0913		Stomp Under Foot Sonic Generator	0	
DISC-0914		Stomp Under Foot Sonic Warfare	0	
DISC-0915		Stomp Under Foot Supa Dirty Rooster	0	
DISC-0916		Stomp Under Foot The Shag MkII - Germanium Tone Bender	0	
DISC-0917		Stomp Under Foot The Shag MkIII - Tone Bender	0	
DISC-0918		Stomp Under Foot Vintage Pumpkin Pi	0	
DISC-0919		Stomp Under Foot Windhand Fuzz	0	
DISC-0920		Origin Effects BassRIG '64 Black Panel	0	
DISC-0921		Origin Effects BassRIG Fifteen - Reactive Bass Preamp with Classic Amp Topology	0	
DISC-0922		Origin Effects BassRIG Super Vintage	0	
DISC-0923		Origin Effects Cali76 Bass Compressor	0	
DISC-0924		Origin Effects Cali76 Compact	0	
DISC-0925		Origin Effects Cali76 Compact Bass	0	
DISC-0926		Origin Effects Cali76 Compact Deluxe	0	
DISC-0927		Origin Effects Cali76 Compressor Stacked Edition	0	
DISC-0928		Origin Effects Cali76 FET Compressor	0	
DISC-0929		Origin Effects Cali76 Limiting Amplifier - Studio Grade FET Compressor	0	
DISC-0930		Origin Effects Cali76 Stacked Compressor	0	
DISC-0931		Origin Effects DCX Bass - Tone Shaper & Drive	0	
DISC-0932		Origin Effects DCX Boost - Tone Shaper & Drive	0	
DISC-0933		Origin Effects Deluxe 61 Bias Tremolo	0	
DISC-0934		Origin Effects Deluxe55 - Tweed Recreation	0	
DISC-0935		Origin Effects EQ Deluxe - Studio Equaliser & Drive	0	
DISC-0936		Origin Effects Halcyon Blue - Bluesbreaker Overdrive	0	
DISC-0937		Origin Effects Halcyon Gold Overdrive	0	
DISC-0938		Origin Effects Halcyon Green - Classic Overdrive	0	
DISC-0939		Origin Effects M-EQ Driver - Mid Booster & Drive	0	
DISC-0940		Origin Effects Magma57 - Amp Vibrato & Drive	0	
DISC-0941		Origin Effects RD Compact Hot Rod	0	
DISC-0942		Origin Effects RevivalDRIVE - Ghosting Overdrive / Unabridged Amp Tone	0	
DISC-0943		Origin Effects RevivalDRIVE Compact	0	
DISC-0944		Origin Effects RevivalDRIVE Hot Rod Edition	0	
DISC-0945		Origin Effects RevivalTREM - Bias Tremolo	0	
DISC-0946		Origin Effects SlideRIG Compact	0	
DISC-0947		Origin Effects SlideRIG Compact Deluxe	0	
DISC-0948		Origin Effects SlideRIG Dual Chained Limiting Amplifier - Studio Grade FET Compressor	0	
DISC-0949		Thorpy FX x Origin Effects (Thorogin Effects) FolkedUp - Acoustic Fuzz & Capo	0	
DISC-0950		Fuhrmann AB Double Bypass	0	
DISC-0951		Fuhrmann AB Loop Selector	0	
DISC-0952		Fuhrmann Analog Delay	0	
DISC-0953		Fuhrmann Analog Echo	0	
DISC-0954		Fuhrmann Bass Compressor	0	
DISC-0955		Fuhrmann Bass Fuzz	0	
DISC-0956		Fuhrmann Battle Power - De Ros signature Hyper Gain Pedal	0	
DISC-0957		Fuhrmann Big Fuzz	0	
DISC-0958		Fuhrmann Buffer & Boost	0	
DISC-0959		Fuhrmann Cabinet Simulator	0	
DISC-0960		Fuhrmann Chorus	0	
DISC-0961		Fuhrmann Classic 800	0	
DISC-0962		Fuhrmann Classic Fuzz	0	
DISC-0963		Fuhrmann Compressor	0	
DISC-0964		Fuhrmann Cool Chorus	0	
DISC-0965		Fuhrmann Double AB Selector	0	
DISC-0966		Fuhrmann Dual High Gain	0	
DISC-0967		Fuhrmann Envelope Filter	0	
DISC-0968		Fuhrmann High Gain	0	
DISC-0969		Fuhrmann Hot Rod	0	
DISC-0970		Fuhrmann Lead Drive	0	
DISC-0971		Fuhrmann Metal Drive	0	
DISC-0972		Fuhrmann Modulation Delay	0	
DISC-0973		Fuhrmann Mosfet Boost	0	
DISC-0974		Fuhrmann Noise Gate	0	
DISC-0975		Fuhrmann Octave Down	0	
DISC-0976		Fuhrmann PB800 Pedalboard	0	
DISC-0977		Fuhrmann Phaser	0	
DISC-0978		Fuhrmann Phaser II	0	
DISC-0979		Fuhrmann Power Drive	0	
DISC-0980		Fuhrmann Power Supply	0	
DISC-0981		Fuhrmann Punch Box	0	
DISC-0982		Fuhrmann Rocking Tube - High Voltage Overdrive	0	
DISC-0983		Fuhrmann Smooth Tremolo	0	
DISC-0984		Fuhrmann Super Metal Drive	0	
DISC-0985		Fuhrmann Tremolo	0	
DISC-0986		Fuhrmann Tube Drive	0	
DISC-0987		Fuhrmann Vibe & Vib	0	
DISC-0988		Fuhrmann Vintage Chorus	0	
DISC-0989		George Dennis GD-10 Stereo Volume pedal	0	
DISC-0990		George Dennis GD-100 Wizard Rock Distortion/Volume pedal	0	
DISC-0991		George Dennis GD-110 Wizard Blues Distortion/Volume pedal	0	
DISC-0992		George Dennis GD-120 Tremolo-Volume pedal	0	
DISC-0993		George Dennis GD-125 Tremolo Ping Pong	0	
DISC-0994		George Dennis GD-130 Delay-Reverb-Panning-Hold	0	
DISC-0995		George Dennis GD-135 The Tube	0	
DISC-0996		George Dennis GD-20 Mono Volume pedal	0	
DISC-0997		George Dennis GD-200 Distorted Mind Rock	0	
DISC-0998		George Dennis GD-210 Distorted Mind Blues	0	
DISC-0999		George Dennis GD-220 Tremolo	0	
DISC-1000		George Dennis GD-230 King Bee	0	
DISC-1001		George Dennis GD-25 Panorama-Stereo-Volume	0	
DISC-1002		George Dennis GD-290 Chorus-Flanger	0	
DISC-1003		George Dennis GD-295 Phaser	0	
DISC-1004		George Dennis GD-30 Wah-Wah	0	
DISC-1005		George Dennis GD-300 Talking Box	0	
DISC-1006		George Dennis GD-35 Wah-Wah FTB	0	
DISC-1007		George Dennis GD-40 Wah-Wah Switch+	0	
DISC-1008		George Dennis GD-45 Wah-Wah Switch FTB	0	
DISC-1009		George Dennis GD-50 Elite Wah	0	
DISC-1010		George Dennis GD-55 Wah-Overdrive	0	
DISC-1011		George Dennis GD-60 Wah-Volume-Switch	0	
DISC-1012		George Dennis GD-65 Parametric Wah-Volume	0	
DISC-1013		George Dennis GD-80 Sustainer Distortion	0	
DISC-1014		George Dennis GD-90 Stereo Chorus-Flanger-Volume	0	
DISC-1015		George Dennis GD-95 Stereo Phaser Volume	0	
DISC-1016		George Dennis GD-95 Super Phaser Volume	0	
DISC-1017		George Dennis GDWZ Wizard	0	
DISC-1018		George Dennis Sustainer Volume	0	
DISC-1019		VFE Pedals 5:00 Fuzz	0	
DISC-1020		VFE Pedals Alpha Dog	0	
DISC-1021		VFE Pedals Blueprint	0	
DISC-1022		VFE Pedals Blues King	0	
DISC-1023		VFE Pedals Bumble Bee	0	
DISC-1024		VFE Pedals Choral Reef	0	
DISC-1025		VFE Pedals Cocktail Fuzz	0	
DISC-1026		VFE Pedals Dark Horse	0	
DISC-1027		VFE Pedals Distortion²	0	
DISC-1028		VFE Pedals Distortion³	0	
DISC-1029		VFE Pedals Dragon - Dynamic Overdrive	0	
DISC-1030		VFE Pedals Echo Ohce	0	
DISC-1031		VFE Pedals El Raton	0	
DISC-1032		VFE Pedals Enterprise	0	
DISC-1033		VFE Pedals Fiery Red Horse	0	
DISC-1034		VFE Pedals Focus - Mid Boost	0	
DISC-1035		VFE Pedals Fuzz Duo	0	
DISC-1036		VFE Pedals Ice Scream - Mid-boosting OD	0	
DISC-1037		VFE Pedals Killer Rabbit	0	
DISC-1038		VFE Pedals Killer Rabbit Stereo - Stereo Fuzz/Dist/OD	0	
DISC-1039		VFE Pedals Klein Bottle - Filter / Mixer / Looper	0	
DISC-1040		VFE Pedals Klein Bottle Stereo	0	
DISC-1041		VFE Pedals Leader of the Pack	0	
DISC-1042		VFE Pedals Mini Mu	0	
DISC-1043		VFE Pedals Mobius Strip	0	
DISC-1044		VFE Pedals Old School	0	
DISC-1045		VFE Pedals Pale Horse	0	
DISC-1046		VFE Pedals Pinball - Tilt Equalizer	0	
DISC-1047		VFE Pedals Proto OD II	0	
DISC-1048		VFE Pedals Proto OD III	0	
DISC-1049		VFE Pedals Red Wolf - Vintage Distortion	0	
DISC-1050		VFE Pedals Rocket EQ	0	
DISC-1051		VFE Pedals RUP - Rainbows, Unicorns, Puppies (Radical Ultrasonic Processor)	0	
DISC-1052		VFE Pedals Standout - Mid Booster	0	
DISC-1053		VFE Pedals The Scream	0	
DISC-1054		VFE Pedals The Triplet	0	
DISC-1055		VFE Pedals Tremulator	0	
DISC-1056		VFE Pedals Triumvirate	0	
DISC-1057		VFE Pedals Vomit Hound	0	
DISC-1058		VFE Pedals White Horse	0	
DISC-1059		VFE Pedals Woodchipper	0	
DISC-1060		VFE Pedals Yellow Submarine	0	
DISC-1061		KMA Audio Machines AB/Y	0	
DISC-1062		KMA Audio Machines Astrospurt - Junction Gate Field-Effect Phaser	0	
DISC-1063		KMA Audio Machines Belfry - Buffer	0	
DISC-1064		KMA Audio Machines Chief Disrupter - Fundamental Fuzz/Distortion	0	
DISC-1065		KMA Audio Machines Cirrus - Spatial Temporal Modifier	0	
DISC-1066		KMA Audio Machines Dead Stag	0	
DISC-1067		KMA Audio Machines Endgame - Duality Calibrator	0	
DISC-1068		KMA Audio Machines Fuzzly Bear	0	
DISC-1069		KMA Audio Machines Guardian of the Wurm - Metal Distortion with Noise Gate	0	
DISC-1070		KMA Audio Machines Horizont - Interdimensional Multispatial JFET Phaser	0	
DISC-1071		KMA Audio Machines Logan - Transcend Drive	0	
DISC-1072		KMA Audio Machines Mandrake - Octo-Shrieker	0	
DISC-1073		KMA Audio Machines Minos - Germanium Fuzz	0	
DISC-1074		KMA Audio Machines Moai Maea	0	
DISC-1075		KMA Audio Machines Pylon - ATB Noise Gate	0	
DISC-1076		KMA Audio Machines Queequeg - Sub Generator	0	
DISC-1077		KMA Audio Machines Queequeg 2 - Sub Generator	0	
DISC-1078		KMA Audio Machines SAM - Supply Aid Machine	0	
DISC-1079		KMA Audio Machines Stereo AB/Y	0	
DISC-1080		KMA Audio Machines Strokkur - Germanium Treble Booster	0	
DISC-1081		KMA Audio Machines Sweet Sinner - Germanium Treble Booster	0	
DISC-1082		KMA Audio Machines Tyler - The Frequency Splitter	0	
DISC-1083		KMA Audio Machines Wurhm - Limited Edition HM Distortion	0	
DISC-1084		KMA Audio Machines Wurm - Distortion	0	
DISC-1085		Dazatronyx Class A Germanium Amplifier	0	
DISC-1086		Dazatronyx Effects Loop	0	
DISC-1087		Dazatronyx Fetish Booster	0	
DISC-1088		Dazatronyx Fetish Buffer	0	
DISC-1089		Dazatronyx Germanium Fuzz	0	
DISC-1090		Dazatronyx Optical Tremolo	0	
DISC-1091		Dazatronyx Professor Boogie	0	
DISC-1092		Dazatronyx Stereo Panning Optical Tremolo	0	
DISC-1093		Dazatronyx THD Metal Distortion & Hybrid Germanium Fuzz	0	
DISC-1094		Dazatronyx Tsuchi Fuzz	0	
DISC-1095		Dazatronyx TSX Overdrive	0	
DISC-1096		Velvet Pedals Compressor	0	
DISC-1097		Velvet Pedals English Channel	0	
DISC-1098		Velvet Pedals Face Fuzz	0	
DISC-1099		Velvet Pedals Katana	0	
DISC-1100		Velvet Pedals Matchbox DC30	0	
DISC-1101		Velvet Pedals Minotaur	0	
DISC-1102		Velvet Pedals Professional Spring Reverb	0	
DISC-1103		Velvet Pedals Thor	0	
DISC-1104		Velvet Pedals Umble	0	
DISC-1000		Empress Effects ABY Switcher	0	
DISC-1001		Empress Effects Bass Compressor	0	
DISC-1002		Empress Effects Bass ParaEq	0	
DISC-1003		Empress Effects Buffer	0	
DISC-1004		Empress Effects Buffer+	0	
DISC-1005		Empress Effects Buffer+ Stereo	0	
DISC-1006		Empress Effects Buffer++	0	
DISC-1007		Empress Effects Compressor	0	
DISC-1008		Empress Effects Compressor MkII	0	
DISC-1009		Empress Effects Distortion	0	
DISC-1010		Empress Effects Drive	0	
DISC-1011		Empress Effects EchoSystem - Dual Engine Delay	0	
DISC-1012		Empress Effects Fuzz	0	
DISC-1013		Empress Effects Germ Drive	0	
DISC-1014		Empress Effects Heavy	0	
DISC-1015		Empress Effects Heavy Menace - Distortion	0	
DISC-1016		Empress Effects Multidrive	0	
DISC-1017		Empress Effects Nebulus - Chorus / Vibrato / Flanger	0	
DISC-1018		Empress Effects ParaEq MkII	0	
DISC-1019		Empress Effects ParaEq MkII Deluxe	0	
DISC-1020		Empress Effects ParaEq w/ Boost	0	
DISC-1021		Empress Effects Phaser	0	
DISC-1022		Empress Effects Reverb	0	
DISC-1023		Empress Effects Super Delay	0	
DISC-1024		Empress Effects Super Delay Vintage Modified	0	
DISC-1025		Empress Effects Tape Delay	0	
DISC-1026		Empress Effects Tremolo	0	
DISC-1027		Empress Effects Tremolo 2	0	
DISC-1028		Empress Effects Tremolo 2 - 10th Anniversary Edition	0	
DISC-1029		Empress Effects ZOIA	0	
DISC-1030		Guild (by Applied) Fuzz Box	0	
DISC-1031		Guild (by Applied) FW-3 Distortion Wah Volume	0	
DISC-1032		Guild (by Applied) SP-5 Siren and Surf & Turf Pedal	0	
DISC-1033		Guild (by Applied) Stinger - Gain Pedal	0	
DISC-1034		Guild (by Applied) VW-1 Volume Wah	0	
DISC-1035		Guild (by Aria) MM-500 Tweedy Bird	0	
DISC-1036		Guild (by fOXX) VW-400 Wah & Volume	0	
DISC-1037		Guild (by Top Gear) Grizzly Fuzz	0	
DISC-1038		Guild (by Top Gear) Roadrunner	0	
DISC-1039		Guild Brian May Power Booster	0	
DISC-1040		Guild Brian May Treble Booster	0	
DISC-1041		Guild Foxey Lady - Distortion & Sustain Unit	0	
DISC-1042		Guild RV-1 Rotoverb	0	
DISC-1043		Guild Timbre Generator	0	
DISC-1044		Guild Trioct	0	
DISC-1045		DenTone Electronics 900 Pound Violin	0	
DISC-1046		DenTone Electronics Alien Hate Fuzz	0	
DISC-1047		DenTone Electronics BFF Biggest Fattest Fuzz	0	
DISC-1048		DenTone Electronics Black Hole Generator	0	
DISC-1049		DenTone Electronics Bolthead	0	
DISC-1050		DenTone Electronics Buzzaround	0	
DISC-1051		DenTone Electronics CigBooster	0	
DISC-1052		DenTone Electronics Demented Circus Monkey	0	
DISC-1053		DenTone Electronics Freaktone Fuzz	0	
DISC-1054		DenTone Electronics Fuzzrite	0	
DISC-1055		DenTone Electronics FY-2 Companion Fuzz	0	
DISC-1056		DenTone Electronics Jupiter Rocket	0	
DISC-1057		DenTone Electronics Pinhead	0	
DISC-1058		DenTone Electronics Pinhead 2	0	
DISC-1059		DenTone Electronics Purple Octavepus	0	
DISC-1060		DenTone Electronics Rangemaster	0	
DISC-1061		DenTone Electronics Rocket - Germanium Boost	0	
DISC-1062		DenTone Electronics SteamRoller	0	
DISC-1063		DenTone Electronics SupaFuzz	0	
DISC-1064		Montgomery Appliances '77 Flanger	0	
DISC-1073		Montgomery Appliances SD/Pre 3000	0	
DISC-1078		Montgomery Appliances VFOD	0	
DISC-1079		Blue Skool Records Au Fuzz	0	
DISC-1080		Blue Skool Records Black Boost	0	
DISC-1081		Blue Skool Records Domino Effect	0	
DISC-1082		Blue Skool Records Fuzz 408	0	
DISC-1083		Blue Skool Records Phozz	0	
DISC-1084		Blue Skool Records Phuket Phozz	0	
DISC-1085		Blue Skool Records Pink Beaver	0	
DISC-1086		Blue Skool Records Red Box	0	
DISC-1087		Blue Skool Records Space Fuzz	0	
DISC-1088		Blue Skool Records Universal Drive	0	
DISC-1089		EarthQuaker Devices Time Shadows	0	
DISC-1090		EarthQuaker Devices Acapulco Gold - Power Amp Distortion	0	
DISC-1091		EarthQuaker Devices Afterneath - Otherworldly Reverberation Machine	0	
DISC-1092		EarthQuaker Devices Amp Hammer	0	
DISC-1093		EarthQuaker Devices Amp Hammer II	0	
DISC-1094		EarthQuaker Devices Aqueduct Vibrato	0	
DISC-1095		EarthQuaker Devices Arpanoid - Polyphonic Pitch Arpeggiator	0	
DISC-1096		EarthQuaker Devices Arrows - Preamp Booster	0	
DISC-1097		EarthQuaker Devices Astral Destiny - Octal Octave Reverberation Odyssey	0	
DISC-1098		EarthQuaker Devices Aurelius - Tri-Voice Chorus	0	
DISC-1099		EarthQuaker Devices Avalanche Run - Stereo Delay and Reverb	0	
DISC-1100		EarthQuaker Devices Barrows - Fuzz	0	
DISC-1101		EarthQuaker Devices Bellows - Fuzzdriver	0	
DISC-1102		EarthQuaker Devices Bit Commander	0	
DISC-1103		EarthQuaker Devices Black Ash Endangered Fuzz	0	
DISC-1104		EarthQuaker Devices Black Eye - Clean Boost	0	
DISC-1105		EarthQuaker Devices Blaster Fuzz	0	
DISC-1106		EarthQuaker Devices Blumes - Low Signal Shredder	0	
DISC-1107		EarthQuaker Devices Bows - Germanium Preamp Booster	0	
DISC-1108		EarthQuaker Devices Chelsea - Low End Fuzz Driver	0	
DISC-1109		EarthQuaker Devices Chrysalis	0	
DISC-1110		EarthQuaker Devices Cloven Hoof	0	
DISC-1111		EarthQuaker Devices Cloven Hoof Reaper	0	
DISC-1112		EarthQuaker Devices Crimson Drive - Germanium Overdrive	0	
DISC-1113		EarthQuaker Devices Data Corrupter - Modulated Monophonic PLL Harmonizer	0	
DISC-1114		EarthQuaker Devices Gary Automatic Pulse Modulation Fuzz	0	
DISC-1115		EarthQuaker Devices Dirt Transmitter	0	
DISC-1116		EarthQuaker Devices Disaster Transport - Modulated Delay Machine	0	
DISC-1117		EarthQuaker Devices Disaster Transport Jr.	0	
DISC-1118		EarthQuaker Devices Disaster Transport SR - Advanced Modulated Delay and Reverb Machine	0	
DISC-1119		EarthQuaker Devices Dispatch Master	0	
DISC-1120		EarthQuaker Devices Dream Crusher	0	
DISC-1121		EarthQuaker Devices Dunes - Mini Mega Ultimate Overdrive	0	
DISC-1122		EarthQuaker Devices Easy Listening - Analog Amp Simulator	0	
DISC-1123		EarthQuaker Devices Erupter Perfect Fuzz	0	
DISC-1124		EarthQuaker Devices Fantastic Beast Fuzz	0	
DISC-1125		EarthQuaker Devices Fuzz Master General	0	
DISC-1126		EarthQuaker Devices Ghost Disaster - Black Hole Ambience Generator	0	
DISC-1127		EarthQuaker Devices Ghost Echo - Reverb	0	
DISC-1128		EarthQuaker Devices Grand Orbiter - Phase Machine	0	
DISC-1129		EarthQuaker Devices Gray Channel - Dynamic Dirt Doubler	0	
DISC-1130		EarthQuaker Devices Hizumitas - Fuzz Sustainar	0	
DISC-1131		EarthQuaker Devices Hoof Fuzz	0	
DISC-1132		EarthQuaker Devices Hoof Reaper	0	
DISC-1133		EarthQuaker Devices Hummingbird Repeat Percussions	0	
DISC-1134		EarthQuaker Devices Interstellar Orbiter - Dual Resonant Filter	0	
DISC-1135		EarthQuaker Devices Ledges - Tri-Dimensional Reverberation	0	
DISC-1136		EarthQuaker Devices Levitation - Reverberation Machine	0	
DISC-1137		EarthQuaker Devices Monarch - Overdrive	0	
DISC-1138		EarthQuaker Devices Night Wire - Dynamic Harmonic Tremolo	0	
DISC-1139		EarthQuaker Devices Organizer	0	
DISC-1140		EarthQuaker Devices Palisades	0	
DISC-1141		EarthQuaker Devices Pitch Bay - Dirty Polyphonic Harmonizer	0	
DISC-1142		EarthQuaker Devices Plumes - Small Signal Shredder	0	
DISC-1143		EarthQuaker Devices Pulse Machine	0	
DISC-1144		EarthQuaker Devices Pyramids - Stereo Flanging Device	0	
DISC-1145		EarthQuaker Devices Rainbow Machine	0	
DISC-1146		EarthQuaker Devices Rippler Tremolo	0	
DISC-1147		EarthQuaker Devices Royal Drive	0	
DISC-1148		EarthQuaker Devices Scrolls - Bass Odyssey Analog Bass Preamp	0	
DISC-1149		EarthQuaker Devices Sea Machine	0	
DISC-1150		EarthQuaker Devices Silos - Digital Delay	0	
DISC-1151		EarthQuaker Devices Sound Shank	0	
DISC-1152		EarthQuaker Devices Space Spiral - Modulated Delay	0	
DISC-1153		EarthQuaker Devices Spatial Delivery - Envelope Filter with Sample & Hold	0	
DISC-1154		EarthQuaker Devices Speaker Cranker	0	
DISC-1155		EarthQuaker Devices Special Cranker - Silicon/Germanium Distortion	0	
DISC-1156		EarthQuaker Devices Spectre Overdrive	0	
DISC-1157		EarthQuaker Devices Spires - Fuzz Doubler	0	
DISC-1158		EarthQuaker Devices Stealth Fuzz	0	
DISC-1159		EarthQuaker Devices Sunn O))) HalfLife - Octave Distortion + Booster	0	
DISC-1160		EarthQuaker Devices Sunn O))) Life Pedal - Octave Distortion + Booster	0	
DISC-1161		EarthQuaker Devices Swiss Things - Pedalboard Reconciler	0	
DISC-1162		EarthQuaker Devices Talons	0	
DISC-1163		EarthQuaker Devices Tentacle - Analog Octave Up	0	
DISC-1164		EarthQuaker Devices Terminal - Destructive Fuzz Device	0	
DISC-1165		EarthQuaker Devices The Depths - Optical Vibe Machine	0	
DISC-1166		EarthQuaker Devices The Warden - Optical Compressor	0	
DISC-1167		EarthQuaker Devices Tone Job	0	
DISC-1168		EarthQuaker Devices Tone Reaper	0	
DISC-1169		EarthQuaker Devices Towers - Stereo Reverberant Filter	0	
DISC-1170		EarthQuaker Devices Transmisser - Resonant Reverberations	0	
DISC-1171		EarthQuaker Devices Tusk Fuzz	0	
DISC-1172		EarthQuaker Devices Westwood - Translucent Drive Manipulator	0	
DISC-1173		EarthQuaker Devices White Light Overdrive	0	
DISC-1174		EarthQuaker Devices x Dr. Z ZEQD-Pre Tube Preamp	0	
DISC-1175		EarthQuaker Devices Zap Machine	0	
DISC-1176		EarthQuaker Devices Zoar - Dynamic Audio Grinder	0	
DISC-1177		Death By Audio (Destroyer series) Dream Station - Stereo Reverb & Delay	0	
DISC-1178		Death By Audio (Destroyer series) Moonbeam Phaser - Dual Analog Stereo Phaser	0	
DISC-1179		Death By Audio (Destroyer series) Thee Treble Overload - Stereo Treble Boost & Distortion	0	
DISC-1180		Death By Audio + EarthQuaker Devices Time Shadows	0	
DISC-1181		Death By Audio Absolute Destruction	0	
DISC-1182		Death By Audio Apocalypse	0	
DISC-1183		Death By Audio Bass War - Bass Fuzz	0	
DISC-1184		Death By Audio Crash Modulator	0	
DISC-1185		Death By Audio Crossover Fuzz	0	
DISC-1186		Death By Audio Deep Animation - Filter/Overdrive	0	
DISC-1187		Death By Audio Disturbance - Lockable LFO Modulator	0	
DISC-1188		Death By Audio Echo Dream	0	
DISC-1189		Death By Audio Echo Dream 2	0	
DISC-1190		Death By Audio Echo Master - Lo-Fi Vocal Echo with Effects Loop	0	
DISC-1191		Death By Audio Evil Filter	0	
DISC-1192		Death By Audio Evil Fuzz	0	
DISC-1193		Death By Audio Exit Index - Analog Warped Tremolo & Distortion	0	
DISC-1194		Death By Audio Fuzz War	0	
DISC-1195		Death By Audio Germanium Filter	0	
DISC-1196		Death By Audio Ghost Delay - 3 Stage Digital Echo	0	
DISC-1197		Death By Audio Infinity Verb - Infinite Stereo Reverb	0	
DISC-1198		Death By Audio Interstellar Overdriver	0	
DISC-1199		Death By Audio Interstellar Overdriver Supreme	0	
DISC-1200		Death By Audio Kill Kill Filter	0	
DISC-1201		Death By Audio Micro Dream	0	
DISC-1202		Death By Audio Micro Harmonic Transformer	0	
DISC-1203		Death By Audio Micro Ringer	0	
DISC-1204		Death By Audio Octave Clang	0	
DISC-1205		Death By Audio Octave Clang v2	0	
DISC-1206		Death By Audio Psychedelic Lightmare - Light-Responsive Reverb/Tremolo	0	
DISC-1207		Death By Audio Reverberation Machine	0	
DISC-1208		Death By Audio Robot	0	
DISC-1209		Death By Audio ROOMS	0	
DISC-1210		Death By Audio SE-1 Space Ensemble - Vocal Effect	0	
DISC-1211		Death By Audio Sound Saw	0	
DISC-1212		Death By Audio Soundwave Breakdown	0	
DISC-1213		Death By Audio Space Bender - Chorus Modulator	0	
DISC-1214		Death By Audio Supersonic Fuzz Gun	0	
DISC-1215		Death By Audio Thee Ffuzz Warr Overload	0	
DISC-1216		Death By Audio Total Sonic Annihilation	0	
DISC-1217		Death By Audio Total Sonic Annihilation 2	0	
DISC-1218		Death By Audio Waveformer Destroyer	0	
DISC-1219		Death By Audio Waveformer Destroyer Mk2	0	
DISC-1220		Death By Audio x Levitation Phosphene Scream	0	
DISC-1221		Death By Audio x Levitation Speed Tripper	0	
DISC-1222		Chase Bliss Audio (x Electronic Audio Experiments) Big Time - Analog/Digital Echo	0	
DISC-1223		Electronic Audio Experiments µ Blaster - FET Boost/Overdrive	0	
DISC-1224		Electronic Audio Experiments Citadel - JFET Master Lead	0	
DISC-1225		Electronic Audio Experiments Dagger	0	
DISC-1226		Electronic Audio Experiments Dude Incredible - Tube Voice / Fuzz	0	
DISC-1227		Electronic Audio Experiments Glaive	0	
DISC-1228		Electronic Audio Experiments Greathammer - Solidstate Bass Drive	0	
DISC-1229		Electronic Audio Experiments Halberd - Discrete Transistor Overdrive	0	
DISC-1230		Electronic Audio Experiments Limelight - Dual Channel Overdrive	0	
DISC-1231		Electronic Audio Experiments Longsword	0	
DISC-1232		Electronic Audio Experiments Model feT - Model T Preamp	0	
DISC-1233		Electronic Audio Experiments Prismatic Wall	0	
DISC-1234		Electronic Audio Experiments Sending - Analog Delay	0	
DISC-1235		Electronic Audio Experiments Surveyor	0	
DISC-1236		Electronic Audio Experiments The Bard	0	
DISC-1237		Electronic Audio Experiments x Benson Amps Halberd + Germanium Boost	0	
DISC-1238		Electronic Audio Experiments x Mask Audio Electronics Eldritch Blast - Fuzz	0	
DISC-1239		Electronic Audio Experiments x Obstructures 0xEAE Bass Driver	0	
DISC-1240		Electronic Audio Experiments x Obstructures 0xEAE Boost	0	
DISC-1241		Electronic Audio Experiments x Obstructures 0xEAE Fuzz	0	
DISC-1242		Electronic Audio Experiments x Pile Mirror House v2 - Pitch Shifting Modulator	0	
DISC-1243		Electronic Audio Experiments Scattering	0	
DISC-1244		Black Arts Toneworks Black Forest	0	
DISC-1245		Black Arts Toneworks Black Shadow	0	
DISC-1246		Black Arts Toneworks Black Sheep	0	
DISC-1247		Black Arts Toneworks Coven	0	
DISC-1248		Black Arts Toneworks Crown Of Horns - Distortion	0	
DISC-1249		Black Arts Toneworks Destroyer	0	
DISC-1250		Black Arts Toneworks Fnord!	0	
DISC-1251		Black Arts Toneworks LSTR	0	
DISC-1252		Black Arts Toneworks Oath	0	
